indice,formulario,entidade,ano,periodo,situacao,secao,campo,valor
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,"12.1.2.1.1 Desse total, quantas abandonaram os estudos (antes da conclusão do ciclo)?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,"12.1.2.1.2 Desse total, quantas estão estudando, exclusivamente, na modalidade EaD (Ensino a Distância)?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.1.3 É oferecido ensino médio?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.1.3.1 Total de *PPL matriculadas no período de referência,251
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,"12.1.3.1.1 Desse total, quantas abandonaram os estudos (antes da conclusão do ciclo)?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,"12.1.3.1.2 Desse total, quantas estão estudando, exclusivamente, na modalidade EaD (Ensino a Distância)?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.1.4 É oferecido ensino profissionalizante?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.1.4.1 Total de *PPL matriculadas no período de referência,68
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,"12.1.4.1.1 Desse total, quantas abandonaram os estudos (antes da conclusão do ciclo)?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,"12.1.4.1.2 Desse total, quantas estão estudando, exclusivamente, na modalidade EaD (Ensino a Distância)?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.1.5 É oferecido ensino superior?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.1.6 É oferecido ensino de pós-graduação?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,"12.2 Há local adequado para ensino, considerando as condições de iluminação, acesso a água e banheiros, ventilação e mobiliário?",SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.3 Há biblioteca no estabelecimento prisional?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.4 É garantido o livre acesso à leitura?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.5 Há regulamentação ou programa pedagógico de leitura para fins de remição?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.6 São desenvolvidas atividades culturais e de lazer?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.7 São desenvolvidas atividades esportivas?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XII – ASSISTÊNCIA EDUCACIONAL,12.8 Há espaço para a prática esportiva?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1 O estabelecimento prisional disponibiliza vagas de trabalho às *PPL?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.1 Há *PPL desenvolvendo trabalho interno?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.1.1 Quantas?,140
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.2 Há *PPL desenvolvendo trabalho externo?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.2.1 Quantas?,63
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.3 Há *PPL desenvolvendo trabalho voluntário?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.4 Há *PPL desenvolvendo trabalho remunerado?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.4.1 Quantas?,203
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.5 Há jornada de trabalho que exceda 44 horas semanais?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.6 Há critérios objetivos para alocação das *PPL nas respectivas vagas de trabalho?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.7 Há cursos ou programas profissionalizantes e de qualificação técnica para o trabalho?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.8 Há *PPL que trabalham e que estudam concomitantemente?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.9 Idosos e pessoas portadoras de deficiências exercem trabalho apropriado/adaptado?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.10 Há oficinas de trabalho no estabelecimento prisional?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.10.1 Total de oficinas,2
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.11 Há indústrias instaladas no estabelecimento prisional?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.12 Há parcerias com entidades públicas ou privadas para oferecimento de vagas de trabalho?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIII – TRABALHO,13.1.13 Há registro de acidentes de trabalho em meio próprio pela administração do estabelecimento prisional?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIV – INTEGRIDADE FÍSICA,14.1 Houve registro de morte no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIV – INTEGRIDADE FÍSICA,"14.5 Há fluxo definido para comunicação notificação compulsória dos casos de violência autoprovocada, incluindo tentativas de suicídio e a automutilação?",Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIV – INTEGRIDADE FÍSICA,14.6 Houve registro de lesões corporais no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIV – INTEGRIDADE FÍSICA,14.7 Houve registro de tortura contra *PPL no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XIV – INTEGRIDADE FÍSICA,14.8 Houve registro de maus-tratos contra *PPL no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.1 As *PPL são cientificadas das normas disciplinares no início da execução da pena?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.2 Existe Comissão Técnica de Classificação das *PPL?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.3 Há registro de imposição de sanção disciplinar no período de referência?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.4 Há sistema de registro e controle de ocorrências e sanções aplicadas?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.4.1 Número de procedimentos concluídos no prazo legal,43
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.4.2 Número de procedimentos em que houve decurso de prazo para apuração,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.4.3 É feita a comunicação do isolamento preventivo ao Juiz da execução?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.4.4 O preso cumpre o isolamento mantendo a posse de todos os seus objetos pessoais?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.5 Foram executadas sanções coletivas no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.6 Total de *PPL em Regime Disciplinar Diferenciado (RDD) no período de referência,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.7 Total de sanções de isolamento aplicadas no período de referência,11
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.8 Houve fugas no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.9 Houve movimento coletivo para subverter a ordem ou a disciplina no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.10 Houve falta grave individual no período de referência?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.10.1 Quantas ocorreram?,38
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.11 Houve apreensão de armas no período de referência?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12 Houve apreensão de aparelhos de comunicação e/ou acessórios no período de referência?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.1.1 *PPL,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.1.2 Visitantes,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.2.1 * PPL,2
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.2.2 Visitantes,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.3.1.1 *PPL,2
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.3.1.2 Visitantes,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.3.2.1 *PPL,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.12.1.3.2.2 Visitantes,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13 Houve apreensão de drogas no período de referência?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1 Número de ocorrências de apreensão de drogas no período de referência,1
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.1.1 Cocaína,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.1.2 Crack,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.1.3 Maconha,1
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.1.4 Outros tipos de Drogas,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.2.1 Cocaína,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.2.2 Crack,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.2.3 Maconha,22
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.1.2.4 Outros tipos de Drogas,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.1.1 Cocaína,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.1.2 Crack,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.1.3 Maconha,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.1.4 Outros tipos de Drogas,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.2.1 Cocaína,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.2.2 Crack,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.2.3 Maconha,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.2.2.4 Outros tipos de Drogas,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.1.1 Cocaína,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.1.2 Crack,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.1.3 Maconha,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.1.4 Outros tipos de Drogas,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.2.1 Cocaína,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.2.2 Crack,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.2.3 Maconha,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.3.2.4 Outros tipos de Drogas,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.4.1.1 Cocaína,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.4.1.2 Crack,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.4.1.3 Maconha,10
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO XV – DISCIPLINA,15.13.1.4.1.4 Outros tipos de Drogas,0
