indice,formulario,entidade,ano,periodo,situacao,secao,campo,valor
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.1 Data da Visita,22/04/2026
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.2 Forma de inspeção,PRESENCIAL
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.3 Estabelecimento prisional destinado a presos do sexo,MASCULINO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.3.1 O estabelecimento prisional possui ala/pavilhão para *PPL autodeclaradas LGBTI+?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.4 Órgão do Ministério Público responsável pela inspeção do estabelecimento prisional:,Promotoria de Justiça de Jaboticabal
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.5 Juízo responsável pelo estabelecimento prisional:,Vara do Júri e Execuções Criminais de Araraquara/SP
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.6 Responsável pelo estabelecimento prisional:,Douglas Fernando Semenzin Galdino
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.6.1 Data de início do funcionamento do estabelecimento prisional:,18/01/2012
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.6.2 Data do início da gestão do responsável pelo estabelecimento prisional:,09/11/2017
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.7 Responsável pela segurança do estabelecimento prisional,Alfredo Guilherme Lopes
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,1.8 Total de pessoas que atuam nas atividades administrativas do estabelecimento prisional:,28
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO I – IDENTIFICAÇÃO,"1.8.1 Deste total, quantas estão afastadas de suas atividades, inclusive por motivo de saúde?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO II – PERFIL DO ESTABELECIMENTO PRISIONAL,2.1 O estabelecimento prisional possui regimento ou regulamento interno?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO II – PERFIL DO ESTABELECIMENTO PRISIONAL,2.2 O estabelecimento prisional possui regimento ou regulamento disciplinar?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO II – PERFIL DO ESTABELECIMENTO PRISIONAL,2.3 O estabelecimento prisional possui plano de prevenção e combate a incêndio?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO II – PERFIL DO ESTABELECIMENTO PRISIONAL,2.4 O estabelecimento prisional possui auto de vistoria do corpo de bombeiros (AVCB)?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO II – PERFIL DO ESTABELECIMENTO PRISIONAL,2.4.1 Data de validade do AVCB?,08/01/2028
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO II – PERFIL DO ESTABELECIMENTO PRISIONAL,2.5 O estabelecimento prisional possui estudo de análise de risco e plano de contingência?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO II – PERFIL DO ESTABELECIMENTO PRISIONAL,2.6 O estabelecimento prisional possui contratos vigentes de descentralização de serviços (terceirização)?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.1.1.1 Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.1.2.1 Homens,856
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.1.3.1 Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.1.4.1 Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.1.5.1 Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.2.1.1 Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.2.2.1 Homens,1044
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.2.3.1  Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.2.4.1 Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.2.5.1 Homens,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.3 O estabelecimento prisional é FEDERAL?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.3.2 O Há presos originários da Justiça FEDERAL?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.4.1 Quantos cumprem pena no estabelecimento prisional?,1044
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,"3.4.2 Quantos cumprem pena fora do estabelecimento prisional, mas ainda são vinculados a este?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,"3.4.2.1 Desse total, quantas são monitoradas eletronicamente?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.5.1 Quantos cumprem pena no estabelecimento prisional?,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,"3.5.2 Quantos cumprem pena fora do estabelecimento prisional, mas ainda são vinculados a este?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,"3.5.2.1 Desse total, quantas são monitoradas eletronicamente?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,3.6.1 Quantos cumprem pena no estabelecimento prisional?,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,"3.6.2 Quantos cumprem pena fora do estabelecimento prisional, mas ainda são vinculados a estes?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO III – CAPACIDADE E OCUPAÇÃO,"3.6.2.1 Desse total, quantas são monitoradas eletronicamente?",0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.1.1 Amarelo,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.1.2 Branco,370
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.1.3 Indígena,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.1.4 Pardo,563
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.1.5 Preto,111
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.3.1 Amarelo,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.3.2 Branco,37
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.3.3 Indígena,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.3.4 Pardo,68
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.1.3.5 Preto,19
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.2 Há *PPL com 60 anos ou mais?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.2.1 Quantas?,192
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.2.2 As *PPL com 60 anos ou mais são mantidas separadas das demais?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3 Há *PPL com deficiência?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.1 Quantas?,32
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.2 Há acessibilidade para pessoas com deficiência?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.3 Há *PPL com deficiência física?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.3.1 Quantas?,4
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.4 Há *PPL com deficiência mental diagnosticada?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.5 Há *PPL com deficiência mental aparente e/ou não diagnosticada? (segundo avaliação da direção do estabelecimento prisional),Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.6 Há *PPL com deficiência sensorial?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.6.1.1 Auditiva,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.6.1.2 Fala,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.6.1.3 Visual,4
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.7 Há *PPL com deficiências múltiplas?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.3.7.1 Quantas?,2
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,"4.4 Há *PPL que necessitam de ajuda para realizar as atividades diárias (alimentação, banho, comunicação, locomoção etc.)?",Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.5 Há *PPL Não Nacionais?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.6 Há *PPL indígenas?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.7 Há *PPL autodeclaradas LGBTI+?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.7.1 As *PPL autodeclaradas LGBTI+ são mantidas separadas das demais?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.7.2 É permitida a manutenção dos caracteres secundários segundo a identidade de gênero de as pessoas autodeclaradas LGBTI+?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,"4.7.3 O estabelecimento prisional fornece kits de higiene adaptados às necessidades específicas população LGBTI+, incluindo, mas não se limitando, itens para pessoas transgênero em processo de transição?",Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,"4.7.4 No período de referência, houve registro de violação à garantia de utilização do nome social pela população LGBTI+?",Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,"4.7.5 No período de referência, houve capacitação dos profissionais que atuam no estabelecimento prisional na temática LGBTI+?",Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,"4.7.6 O estabelecimento prisional dispõe de protocolos de atendimento específicos para a população LGBTI+, que consideram suas necessidades de saúde, segurança e bem-estar?",Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.10 Há *PPL com doenças infectocontagiosas?,Não
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11 Há *PPL em tratamento de saúde continuado?,Sim
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11.1 Quantas em tratamento para dependência química?,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11.2 Quantas em tratamento para diabetes?,41
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11.3 Quantas em tratamento para hipertensão?,187
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11.4 Quantas em tratamento para o HIV?,12
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11.5 Quantas em tratamento para hepatite?,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11.6 Quantas em tratamento para tuberculose?,0
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO IV – PERFIL DA POPULAÇÃO PRISIONAL,4.11.7 Quantas em tratamento para outras doenças?,6
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO V – SEPARAÇÃO,5.1 Há mulheres cisgênero mantidas no espaço de convivência dos homens cisgêneros?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO V – SEPARAÇÃO,5.2 As *PPL em prisão provisória são mantidas separadas das *PPL em cumprimento de pena?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO V – SEPARAÇÃO,5.3 As *PPL em cumprimento de pena em regimes distintos são mantidas separadas?,SIM
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO V – SEPARAÇÃO,5.4 As *PPL primárias são mantidas separadas das reincidentes?,NÃO
1,Formulário de Visita de Inspeção Semestral | Estabelecimentos Prisionais - 2º Sem./2024 a atualmente.,Penitenciária_de Taiúva / Taiúva-SP,,1º Sem. (Julho) / 2026,,SEÇÃO V – SEPARAÇÃO,5.5 As *PPL são separadas conforme a natureza do delito que cometeram?,NÃO
